,data,local,tipo_leito,total,ocupados,percentual_ocupados
3775,"1/01/2021,",Maceió,Resumo Leitos c/ Respirador,158,77,49%
3776,"1/01/2021,",Interior,Resumo Leitos c/ Respirador,99,49,49%
3777,"1/01/2021,",Estado,Leitos Clínicos,471,206,44%
3778,"1/01/2021,",Maceió,Leitos Clínicos,227,115,51%
3779,"1/01/2021,",Interior,Leitos Clínicos,244,91,37%
3780,POR TIPO DE LEITO,Estado,I,400,234,59%
3781,POR TIPO DE LEITO,aceió,I,220,117,53%
3782,POR TIPO DE LEITO,terior,I,180,117,65%
3783,POR TIPO DE LEITO,Estado,intermediária,57,11,19%
3784,POR TIPO DE LEITO,aceió,intermediária,32,8,25%
3785,POR TIPO DE LEITO,terior,intermediária,25,3,12%
3786,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,245,54%
3787,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,125,50%
3788,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,120,59%
3789,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,264,26%
3790,POR TIPO DE LEITO,Estado,I,400,223,56%
3791,POR TIPO DE LEITO,aceió,I,220,110,50%
3792,POR TIPO DE LEITO,terior,I,180,113,63%
3793,POR TIPO DE LEITO,Estado,intermediária,57,9,16%
3794,POR TIPO DE LEITO,aceió,intermediária,32,6,19%
3795,POR TIPO DE LEITO,terior,intermediária,25,3,12%
3796,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,232,51%
3797,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,116,46%
3798,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,116,57%
3799,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,246,24%
3800,POR TIPO DE LEITO,Estado,I,400,233,58%
3801,POR TIPO DE LEITO,aceió,I,220,114,52%
3802,POR TIPO DE LEITO,terior,I,180,119,66%
3803,POR TIPO DE LEITO,Estado,intermediária,57,10,18%
3804,POR TIPO DE LEITO,aceió,intermediária,32,8,25%
3805,POR TIPO DE LEITO,terior,intermediária,25,2,8%
3806,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,243,53%
3807,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,122,48%
3808,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,121,59%
3809,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,249,24%
3810,"5/01/2021,",Estado,UTI,224,115,51%
3811,"5/01/2021,",Maceió,UTI,139,72,52%
3812,"5/01/2021,",Interior,UTI,85,43,51%
3813,"5/01/2021,",Estado,U intermediária,33,6,18%
3814,"5/01/2021,",Maceió,U intermediária,19,6,32%
3815,"5/01/2021,",Interior,U intermediária,14,0,0%
3816,"5/01/2021,",Estado,Resumo Leitos c/ Respirador,257,121,47%
3817,"5/01/2021,",Maceió,Resumo Leitos c/ Respirador,158,78,49%
3818,"5/01/2021,",Interior,Resumo Leitos c/ Respirador,99,43,43%
3819,"5/01/2021,",Estado,Leitos Clínicos,471,205,44%
3820,"5/01/2021,",Maceió,Leitos Clínicos,227,108,48%
3821,"5/01/2021,",Interior,Leitos Clínicos,244,97,40%
3822,07/05/202,Estado,UTI,383,283,
3823,07/05/202,Maceió,UTI,216,157,
3824,07/05/202,Interior,UTI,167,126,
3825,07/05/202,Estado,U intermediária,57,16,
3826,07/05/202,,U intermediária,,,
3827,07/05/202,Maceió,U intermediária,32,12,
3828,07/05/202,Estado,Interior,25,4,
3829,07/05/202,Resumo Leitos c/ Respirador,Interior,440,299,
3830,07/05/202,Maceió,Interior,248,156,
3831,07/05/202,Estado,Interior,192,130,
3832,07/05/202,Leitos Clínicos,Interior,976,433,
3833,07/05/202,Maceió,Interior,566,233,
3834,07/05/202,Interior,Interior,410,200,
3835,07/05/202,TOTAL,TOTAL,1416,732,
3836,"8/01/2021,",Estado,UTI,224,114,51%
3837,"8/01/2021,",Maceió,UTI,139,67,48%
3838,"8/01/2021,",Interior,UTI,85,47,55%
3839,"8/01/2021,",Estado,U intermediária,33,7,21%
3840,"8/01/2021,",Maceió,U intermediária,19,5,26%
3841,"8/01/2021,",Interior,U intermediária,14,2,14%
3842,"8/01/2021,",Estado,Resumo Leitos c/ Respirador,257,121,47%
3843,"8/01/2021,",Maceió,Resumo Leitos c/ Respirador,158,72,46%
3844,"8/01/2021,",Interior,Resumo Leitos c/ Respirador,99,49,49%
3845,"8/01/2021,",Estado,Leitos Clínicos,471,185,39%
3846,"8/01/2021,",Maceió,Leitos Clínicos,227,98,43%
3847,"8/01/2021,",Interior,Leitos Clínicos,244,87,36%
3848,POR TIPO DE LEITO,Estado,I,400,215,54%
3849,POR TIPO DE LEITO,aceió,I,220,106,48%
3850,POR TIPO DE LEITO,terior,I,180,109,61%
3851,POR TIPO DE LEITO,Estado,intermediária,57,15,26%
3852,POR TIPO DE LEITO,aceió,intermediária,32,12,38%
3853,POR TIPO DE LEITO,terior,intermediária,25,3,12%
3854,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,230,50%
3855,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,118,47%
3856,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,112,55%
3857,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,237,23%
3858,POR TIPO DE LEITO,Estado,I,400,214,54%
3859,POR TIPO DE LEITO,aceió,I,220,102,46%
3860,POR TIPO DE LEITO,terior,I,180,112,62%
3861,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
3862,POR TIPO DE LEITO,aceió,intermediária,32,12,38%
3863,POR TIPO DE LEITO,terior,intermediária,25,0,0%
3864,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,226,49%
3865,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,114,45%
3866,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,112,55%
3867,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,234,23%
3868,"9/01/2021,",Estado,UTI,224,106,47%
3869,"9/01/2021,",Maceió,UTI,139,65,47%
3870,"9/01/2021,",Interior,UTI,85,41,48%
3871,"9/01/2021,",Estado,U intermediária,33,5,15%
3872,"9/01/2021,",Maceió,U intermediária,19,5,26%
3873,"9/01/2021,",Interior,U intermediária,14,0,0%
3874,"9/01/2021,",Estado,Resumo Leitos c/ Respirador,257,111,43%
3875,"9/01/2021,",Maceió,Resumo Leitos c/ Respirador,158,70,44%
3876,"9/01/2021,",Interior,Resumo Leitos c/ Respirador,99,41,41%
3877,"9/01/2021,",Estado,Leitos Clínicos,471,170,36%
3878,"9/01/2021,",Maceió,Leitos Clínicos,227,91,40%
3879,"9/01/2021,",Interior,Leitos Clínicos,244,79,32%
3880,POR TIPO DE LEITO,Estado,I,400,185,46%
3881,POR TIPO DE LEITO,aceió,I,220,88,40%
3882,POR TIPO DE LEITO,terior,I,180,97,54%
3883,POR TIPO DE LEITO,Estado,intermediária,57,15,26%
3884,POR TIPO DE LEITO,aceió,intermediária,32,15,47%
3885,POR TIPO DE LEITO,terior,intermediária,25,0,0%
3886,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,200,44%
3887,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,103,41%
3888,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,97,47%
3889,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,236,23%
3890,POR TIPO DE LEITO,Estado,I,400,211,53%
3891,POR TIPO DE LEITO,aceió,I,220,101,46%
3892,POR TIPO DE LEITO,terior,I,180,110,61%
3893,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
3894,POR TIPO DE LEITO,aceió,intermediária,32,12,38%
3895,POR TIPO DE LEITO,terior,intermediária,25,0,0%
3896,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,223,49%
3897,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,113,45%
3898,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,110,54%
3899,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,217,21%
3900,POR TIPO DE LEITO,Estado,TI,131,44,34%
3901,POR TIPO DE LEITO,aceió,TI,78,35,45%
3902,POR TIPO DE LEITO,terior,TI,53,9,17%
3903,POR TIPO DE LEITO,Estado,intermediária,37,0,0%
3904,POR TIPO DE LEITO,aceió,intermediária,14,0,0%
3905,POR TIPO DE LEITO,terior,intermediária,23,0,0%
3906,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,168,44,26%
3907,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,92,35,38%
3908,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,76,9,12%
3909,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,212,27,13%
3910,"1/01/2021,",Estado,UTI,187,103,55%
3911,"1/01/2021,",Maceió,UTI,104,61,59%
3912,"1/01/2021,",Interior,UTI,83,42,51%
3913,"1/01/2021,",Estado,U intermediária,33,7,21%
3914,"1/01/2021,",Maceió,U intermediária,19,6,32%
3915,"1/01/2021,",Interior,U intermediária,14,1,7%
3916,"1/01/2021,",Estado,Resumo Leitos c/ Respirador,220,110,50%
3917,"1/01/2021,",Maceió,Resumo Leitos c/ Respirador,123,67,54%
3918,"1/01/2021,",Interior,Resumo Leitos c/ Respirador,97,43,44%
3919,"1/01/2021,",Estado,Leitos Clínicos,437,160,37%
3920,"1/01/2021,",Maceió,Leitos Clínicos,193,93,48%
3921,"1/01/2021,",Interior,Leitos Clínicos,244,67,27%
3922,POR TIPO DE LEITO,Estado,I,400,136,34%
3923,POR TIPO DE LEITO,aceió,I,220,58,26%
3924,POR TIPO DE LEITO,terior,I,180,78,43%
3925,POR TIPO DE LEITO,Estado,intermediária,57,14,25%
3926,POR TIPO DE LEITO,aceió,intermediária,32,10,31%
3927,POR TIPO DE LEITO,terior,intermediária,25,4,16%
3928,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,150,33%
3929,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,68,27%
3930,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,82,40%
3931,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,140,14%
3932,POR TIPO DE LEITO,Estado,I,400,270,68%
3933,POR TIPO DE LEITO,ceió,I,220,131,60%
3934,POR TIPO DE LEITO,erior,I,180,139,77%
3935,POR TIPO DE LEITO,Estado,ntermediária,57,10,18%
3936,POR TIPO DE LEITO,ceió,ntermediária,32,6,19%
3937,POR TIPO DE LEITO,erior,ntermediária,25,4,16%
3938,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,280,61%
3939,POR TIPO DE LEITO,ceió,sumo Leitos c/ Respirador,252,137,54%
3940,POR TIPO DE LEITO,erior,sumo Leitos c/ Respirador,205,143,70%
3941,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,347,34%
3942,POR TIPO DE LEITO,ceió,ceió,566,187,33%
3943,POR TIPO DE LEITO,Estado,TI,131,42,32%
3944,POR TIPO DE LEITO,aceió,TI,68,34,50%
3945,POR TIPO DE LEITO,terior,TI,63,8,13%
3946,POR TIPO DE LEITO,Estado,intermediária,30,0,0%
3947,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
3948,POR TIPO DE LEITO,terior,intermediária,21,0,0%
3949,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,161,42,26%
3950,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,77,34,44%
3951,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,84,8,10%
3952,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,192,26,14%
3953,"2/01/2021,",Estado,UTI,187,105,56%
3954,"2/01/2021,",Maceió,UTI,104,63,61%
3955,"2/01/2021,",Interior,UTI,83,42,51%
3956,"2/01/2021,",Estado,U intermediária,33,4,12%
3957,"2/01/2021,",Maceió,U intermediária,19,4,21%
3958,"2/01/2021,",Interior,U intermediária,14,0,0%
3959,"2/01/2021,",Estado,Resumo Leitos c/ Respirador,220,109,50%
3960,"2/01/2021,",Maceió,Resumo Leitos c/ Respirador,123,67,54%
3961,"2/01/2021,",Interior,Resumo Leitos c/ Respirador,97,42,43%
3962,"2/01/2021,",Estado,Leitos Clínicos,457,175,38%
3963,"2/01/2021,",Maceió,Leitos Clínicos,213,101,47%
3964,"2/01/2021,",Interior,Leitos Clínicos,244,74,30%
3965,021 16:00,Estado,UTI,390,358,92%
3966,021 16:00,Maceió,UTI,220,196,89%
3967,021 16:00,Interior,UTI,170,162,95%
3968,021 16:00,Estado,U intermediária,57,18,32%
3969,021 16:00,Maceió,U intermediária,32,13,41%
3970,021 16:00,Interior,U intermediária,25,5,20%
3971,021 16:00,Estado,Resumo Leitos c/ Respirador,447,376,84%
3972,021 16:00,Maceió,Resumo Leitos c/ Respirador,252,156,62%
3973,021 16:00,Interior,Resumo Leitos c/ Respirador,195,167,86%
3974,021 16:00,Estado,Leitos Clínicos,981,489,50%
3975,021 16:00,Maceió,Leitos Clínicos,566,253,45%
3976,021 16:00,Interior,Leitos Clínicos,415,236,57%
3977,POR TIPO DE LEITO,Estado,TI,400,263,66%
3978,POR TIPO DE LEITO,aceió,TI,220,125,57%
3979,POR TIPO DE LEITO,terior,TI,180,138,77%
3980,POR TIPO DE LEITO,Estado,intermediária,57,10,18%
3981,POR TIPO DE LEITO,aceió,intermediária,32,6,19%
3982,POR TIPO DE LEITO,terior,intermediária,25,4,16%
3983,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,457,273,60%
3984,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,252,131,52%
3985,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,205,142,69%
3986,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,362,35%
3987,POR TIPO DE LEITO,aceió,aceió,566,183,32%
3988,POR TIPO DE LEITO,Estado,TI,130,39,30%
3989,POR TIPO DE LEITO,aceió,TI,67,32,48%
3990,POR TIPO DE LEITO,terior,TI,63,7,11%
3991,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
3992,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
3993,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3994,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,149,39,26%
3995,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,76,32,42%
3996,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,73,7,10%
3997,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,179,31,17%
3998,05/01/2021,Estado,UTI,187,107,57%
3999,05/01/2021,Maceió,UTI,104,63,61%
4000,05/01/2021,Interior,UTI,83,44,53%
4001,05/01/2021,Estado,U intermediária,33,7,21%
4002,05/01/2021,Maceió,U intermediária,19,6,32%
4003,05/01/2021,Interior,U intermediária,14,1,7%
4004,05/01/2021,Estado,Resumo Leitos c/ Respirador,220,114,52%
4005,05/01/2021,Maceió,Resumo Leitos c/ Respirador,123,69,56%
4006,05/01/2021,Interior,Resumo Leitos c/ Respirador,97,45,46%
4007,05/01/2021,Estado,Leitos Clínicos,457,176,39%
4008,05/01/2021,Maceió,Leitos Clínicos,213,105,49%
4009,05/01/2021,Interior,Leitos Clínicos,244,71,29%
4010,POR TIPO DE LEITO,Estado,TI,400,262,66%
4011,POR TIPO DE LEITO,aceió,TI,220,126,57%
4012,POR TIPO DE LEITO,terior,TI,180,136,76%
4013,POR TIPO DE LEITO,Estado,intermediária,57,15,26%
4014,POR TIPO DE LEITO,aceió,intermediária,32,9,28%
4015,POR TIPO DE LEITO,terior,intermediária,25,6,24%
4016,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,457,277,61%
4017,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,252,135,54%
4018,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,205,142,69%
4019,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,286,28%
4020,POR TIPO DE LEITO,aceió,aceió,566,153,27%
4021,POR TIPO DE LEITO,Estado,TI,130,38,29%
4022,POR TIPO DE LEITO,aceió,TI,67,31,46%
4023,POR TIPO DE LEITO,terior,TI,63,7,11%
4024,POR TIPO DE LEITO,Estado,intermediária,19,1,5%
4025,POR TIPO DE LEITO,aceió,intermediária,9,1,11%
4026,POR TIPO DE LEITO,terior,intermediária,10,0,0%
4027,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,149,39,26%
4028,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,76,32,42%
4029,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,73,7,10%
4030,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,179,27,15%
4031,09/01/2021,Estado,UTI,187,106,57%
4032,09/01/2021,Maceió,UTI,104,60,58%
4033,09/01/2021,Interior,UTI,83,46,55%
4034,09/01/2021,Estado,U intermediária,33,7,21%
4035,09/01/2021,Maceió,U intermediária,19,7,37%
4036,09/01/2021,Interior,U intermediária,14,0,0%
4037,09/01/2021,Estado,Resumo Leitos c/ Respirador,220,113,51%
4038,09/01/2021,Maceió,Resumo Leitos c/ Respirador,123,67,54%
4039,09/01/2021,Interior,Resumo Leitos c/ Respirador,97,46,47%
4040,09/01/2021,Estado,Leitos Clínicos,477,181,38%
4041,09/01/2021,Maceió,Leitos Clínicos,233,104,45%
4042,09/01/2021,Interior,Leitos Clínicos,244,77,32%
4043,POR TIPO DE LEITO,Estado,TI,171,53,31%
4044,POR TIPO DE LEITO,aceió,TI,98,45,46%
4045,POR TIPO DE LEITO,terior,TI,73,8,11%
4046,POR TIPO DE LEITO,Estado,intermediária,37,1,3%
4047,POR TIPO DE LEITO,aceió,intermediária,14,1,7%
4048,POR TIPO DE LEITO,terior,intermediária,23,0,0%
4049,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,208,54,26%
4050,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,112,46,41%
4051,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,96,8,8%
4052,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,257,34,13%
4053,POR TIPO DE LEITO,Estado,TI,400,252,63%
4054,POR TIPO DE LEITO,aceió,TI,220,126,57%
4055,POR TIPO DE LEITO,terior,TI,180,126,70%
4056,POR TIPO DE LEITO,Estado,intermediária,57,18,32%
4057,POR TIPO DE LEITO,aceió,intermediária,32,14,44%
4058,POR TIPO DE LEITO,terior,intermediária,25,4,16%
4059,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,457,270,59%
4060,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,252,140,56%
4061,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,205,130,63%
4062,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,297,29%
4063,POR TIPO DE LEITO,aceió,aceió,566,164,29%
4064,POR TIPO DE LEITO,Estado,I,130,39,30%
4065,POR TIPO DE LEITO,ceió,I,67,33,49%
4066,POR TIPO DE LEITO,rior,I,63,6,10%
4067,POR TIPO DE LEITO,Estado,ntermediária,19,2,11%
4068,POR TIPO DE LEITO,ceió,ntermediária,9,2,22%
4069,POR TIPO DE LEITO,rior,ntermediária,10,0,0%
4070,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,149,41,28%
4071,POR TIPO DE LEITO,ceió,sumo Leitos c/ Respirador,76,35,46%
4072,POR TIPO DE LEITO,rior,sumo Leitos c/ Respirador,73,6,8%
4073,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,159,19,12%
4074,POR TIPO DE LEITO,Estado,I,151,48,32%
4075,POR TIPO DE LEITO,ceió,I,78,42,54%
4076,POR TIPO DE LEITO,rior,I,73,6,8%
4077,POR TIPO DE LEITO,Estado,ntermediária,37,1,3%
4078,POR TIPO DE LEITO,ceió,ntermediária,14,1,7%
4079,POR TIPO DE LEITO,rior,ntermediária,23,0,0%
4080,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,188,49,26%
4081,POR TIPO DE LEITO,ceió,sumo Leitos c/ Respirador,92,43,47%
4082,POR TIPO DE LEITO,rior,sumo Leitos c/ Respirador,96,6,6%
4083,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,222,38,17%
4084,POR TIPO DE LEITO,Estado,TI,400,258,65%
4085,POR TIPO DE LEITO,aceió,TI,220,126,57%
4086,POR TIPO DE LEITO,terior,TI,180,132,73%
4087,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
4088,POR TIPO DE LEITO,aceió,intermediária,32,7,22%
4089,POR TIPO DE LEITO,terior,intermediária,25,5,20%
4090,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,457,270,59%
4091,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,252,133,53%
4092,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,205,137,67%
4093,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,284,28%
4094,POR TIPO DE LEITO,aceió,aceió,566,158,28%
4095,POR TIPO DE LEITO,Estado,TI,125,43,34%
4096,POR TIPO DE LEITO,aceió,TI,63,36,57%
4097,POR TIPO DE LEITO,terior,TI,62,7,11%
4098,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
4099,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
4100,POR TIPO DE LEITO,terior,intermediária,10,0,0%
4101,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,144,43,30%
4102,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,72,36,50%
4103,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,72,7,10%
4104,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,159,24,15%
4105,POR TIPO DE LEITO,Estado,TI,171,49,29%
4106,POR TIPO DE LEITO,aceió,TI,98,38,39%
4107,POR TIPO DE LEITO,terior,TI,73,11,15%
4108,POR TIPO DE LEITO,Estado,intermediária,41,1,2%
4109,POR TIPO DE LEITO,aceió,intermediária,18,1,6%
4110,POR TIPO DE LEITO,terior,intermediária,23,0,0%
4111,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,212,50,24%
4112,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,116,39,34%
4113,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,96,11,11%
4114,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,326,52,16%
4115,POR TIPO DE LEITO,Estado,TI,151,48,32%
4116,POR TIPO DE LEITO,aceió,TI,78,42,54%
4117,POR TIPO DE LEITO,terior,TI,73,6,8%
4118,POR TIPO DE LEITO,Estado,intermediária,37,0,0%
4119,POR TIPO DE LEITO,aceió,intermediária,14,0,0%
4120,POR TIPO DE LEITO,terior,intermediária,23,0,0%
4121,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,188,48,26%
4122,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,92,42,46%
4123,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,96,6,6%
4124,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,222,33,15%
4125,POR TIPO DE LEITO,Estado,I,400,245,61%
4126,POR TIPO DE LEITO,ceió,I,220,127,58%
4127,POR TIPO DE LEITO,erior,I,180,118,66%
4128,POR TIPO DE LEITO,Estado,ntermediária,57,12,21%
4129,POR TIPO DE LEITO,ceió,ntermediária,32,11,34%
4130,POR TIPO DE LEITO,erior,ntermediária,25,1,4%
4131,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,257,56%
4132,POR TIPO DE LEITO,ceió,sumo Leitos c/ Respirador,252,138,55%
4133,POR TIPO DE LEITO,erior,sumo Leitos c/ Respirador,205,119,58%
4134,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,1031,285,28%
4135,POR TIPO DE LEITO,ceió,ceió,566,160,28%
4136,POR TIPO DE LEITO,Estado,TI,125,41,33%
4137,POR TIPO DE LEITO,aceió,TI,63,37,59%
4138,POR TIPO DE LEITO,terior,TI,62,4,6%
4139,POR TIPO DE LEITO,Estado,intermediária,19,1,5%
4140,POR TIPO DE LEITO,aceió,intermediária,9,1,11%
4141,POR TIPO DE LEITO,terior,intermediária,10,0,0%
4142,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,144,42,29%
4143,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,72,38,53%
4144,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,72,4,6%
4145,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,159,20,13%
4146,POR TIPO DE LEITO,Estado,TI,171,46,27%
4147,POR TIPO DE LEITO,aceió,TI,98,34,35%
4148,POR TIPO DE LEITO,terior,TI,73,12,16%
4149,POR TIPO DE LEITO,Estado,intermediária,41,2,5%
4150,POR TIPO DE LEITO,aceió,intermediária,18,1,6%
4151,POR TIPO DE LEITO,terior,intermediária,23,1,4%
4152,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,212,48,23%
4153,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,116,35,30%
4154,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,96,13,14%
4155,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,326,54,17%
4156,POR TIPO DE LEITO,Estado,I,400,194,49%
4157,POR TIPO DE LEITO,aceió,I,220,88,40%
4158,POR TIPO DE LEITO,terior,I,180,106,59%
4159,POR TIPO DE LEITO,Estado,intermediária,57,15,26%
4160,POR TIPO DE LEITO,aceió,intermediária,32,14,44%
4161,POR TIPO DE LEITO,terior,intermediária,25,1,4%
4162,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,209,46%
4163,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,102,40%
4164,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,107,52%
4165,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,211,20%
4166,POR TIPO DE LEITO,Estado,I,151,51,34%
4167,POR TIPO DE LEITO,ceió,I,78,44,56%
4168,POR TIPO DE LEITO,rior,I,73,7,10%
4169,POR TIPO DE LEITO,Estado,ntermediária,37,0,0%
4170,POR TIPO DE LEITO,ceió,ntermediária,14,0,0%
4171,POR TIPO DE LEITO,rior,ntermediária,23,0,0%
4172,POR TIPO DE LEITO,Estado,umo Leitos c/ Respirador,188,51,27%
4173,POR TIPO DE LEITO,ceió,umo Leitos c/ Respirador,92,44,48%
4174,POR TIPO DE LEITO,rior,umo Leitos c/ Respirador,96,7,7%
4175,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,222,38,17%
4176,POR TIPO DE LEITO,Estado,TI,125,40,32%
4177,POR TIPO DE LEITO,aceió,TI,63,35,56%
4178,POR TIPO DE LEITO,terior,TI,62,5,8%
4179,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
4180,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
4181,POR TIPO DE LEITO,terior,intermediária,10,0,0%
4182,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,144,40,28%
4183,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,72,35,49%
